"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attribute.RestaurantsAttire","attribute.RestaurantsTakeOut","attribute.BusinessAcceptsCreditCards","attribute.NoiseLevel","attribute.GoodForKids","attribute.RestaurantsReservations","attribute.RestaurantsGoodForGroups","attribute.BusinessParking","attribute.RestaurantsPriceRange2","attribute.HasTV","attribute.Alcohol","attribute.BikeParking","attribute.RestaurantsDelivery","attribute.ByAppointmentOnly","attribute.OutdoorSeating","attribute.Caters","attribute.WheelchairAccessible","attribute.WiFi","attribute.Ambience","attribute.BYOB","attribute.GoodForMeal","attribute.Corkage","attribute.RestaurantsTableService","attribute.BusinessAcceptsBitcoin","attribute.HappyHour","attribute.DogsAllowed","attribute.CoatCheck","attribute.Music","attribute.BestNights","attribute.HairSpecializesIn","attribute.AcceptsInsurance","attribute.BYOBCorkage","attribute.DriveThru","attribute.GoodForDancing","attribute.Smoking","attribute.AgesAllowed","attribute.DietaryRestrictions","attribute.RestaurantsCounterService","attribute.Open24Hours","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"vGCAzbPIcZNkqNkKBbh4Ow","Dragon Town","503 Lincoln Ave","Bellevue","PA",15202,40.4954484,-80.0558941,3,34,1,NA,"True","True",NA,NA,"True",NA,NA,NA,"True","u'none'",NA,"True",NA,"False","True","True","u'free'",NA,NA,NA,NA,"True",NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Thai, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-22:0"
"aHVhlCvmlNnnPf-LgclNNA","Sesame Inn Chinese Restaurant","Station Square, 125 W Station Square Dr","Pittsburgh","PA",15219,40.4313077145,-80.0019075326,3,28,0,"'casual'","True","True","u'quiet'","True","True","True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2,"False","u'full_bar'","False","False",NA,"False",NA,NA,"u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","12:0-21:0"
"3e0IGa_-zqTemKLc1dbdmg","Phusion Cafe","11611 Euclid Ave","Cleveland","OH",44106,41.5109853006,-81.6030496359,4,179,1,"'casual'","True","True","'quiet'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",1,"False","'none'","True","True",NA,"True","True","False","'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,"True","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Taiwanese, Chinese","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"UPSzbM6D2SkarWAINq1I9A","Taydo Vietnamese & Chinese Restaurant","11725 Snow Rd","Parma","OH",44130,41.4042964,-81.7697802,4,148,1,"'casual'","True","True","u'quiet'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1,"True","'none'","True","False",NA,"False","False",NA,"u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Vietnamese, Chinese","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0"
"-XH3-e3jDVdjHJq7GfNY7w","Asian Taste Restaurant","502 E John St","Champaign","IL",61820,40.1092811348,-88.2313949615,3.5,34,1,"u'casual'","True","True","u'average'","True","False","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",1,"True","u'none'","True","None",NA,"True",NA,NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vietnamese, Chinese, Restaurants","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0",NA
"XhMfL-6lt-prYyC9Lp02gg","Best Wok Chinese","7671 W Ridgewood Dr","Cleveland","OH",44129,41.383402,-81.737832,4,26,1,"u'casual'","True","True","u'quiet'","False","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",1,"True","u'none'","False","False",NA,"False","False",NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:30-22:0"
"JEqM8xXhKumU5AfhmsiD8w","Bean Curd Chinese Restaurant","4147 Washington Rd","Canonsburg","PA",15317,40.262569,-80.132092,4,71,1,"'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2,"True","u'full_bar'","False","True",NA,"False",NA,NA,"u'free'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants",NA,NA,NA,NA,NA,NA,NA
"t_yiQnxUDdPPCN2z4QyezA","Golden Harbor Authentic Chinese Cuisine","505 S Neil St","Champaign","IL",61820,40.1110535,-88.2441408,4.5,430,1,"u'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",2,"False","u'none'","True","False",NA,"False","True",NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chinese, Taiwanese, Dim Sum",NA,"16:30-21:0","16:30-21:0","16:30-21:0","16:30-21:0","16:30-21:0","16:30-20:30"
"EVkytEhlC1nswqmgrHdviw","Bo Bo China","404 E Green St","Champaign","IL",61820,40.1104457,-88.2330726,2.5,43,1,"'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",1,"True","u'none'","False","True",NA,"False",NA,NA,"'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0"
"hEUAUdG4fBdYWvPeEASnng","Viet Bistro","656 W Washington Ave","Madison","WI",53715,43.0676216138,-89.3954412165,2.5,23,0,"u'casual'","True","True","u'average'","True","True","True",NA,2,"False",NA,NA,"True",NA,NA,NA,NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Dim Sum, Cantonese, Vietnamese, Chinese","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0"
"dRT7tLyakasIjJ4B0Fm92Q","Dean's House","14393 Pearl Rd","Strongsville","OH",44136,41.309764,-81.834169,3,34,1,"'casual'","True","True",NA,"False","False","False",NA,1,"True","u'none'",NA,"True",NA,NA,NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:30"
"ui33pIJmkW0s8HddH_ZZ9A","Wild Fusion","3815 Center Rd","Brunswick","OH",44212,41.238834,-81.82297,4,56,1,"u'casual'","True","True","u'quiet'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",1,"True","u'none'","False","False",NA,"False","False",NA,"u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sushi Bars, Restaurants, Chinese",NA,NA,NA,NA,NA,NA,NA
"ceuvH6NpDhpT1p4q1w93pA","Orient House","626 S Park St","Madison","WI",53715,43.0603664,-89.4010906,3.5,146,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",2,"True","u'beer_and_wine'","True","True","False","False","True","True","u'free'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai, Restaurants, Asian Fusion, Taiwanese, Dim Sum, Chinese","0:0-0:0","11:0-21:45","11:0-21:45","11:0-21:45","11:0-21:45","10:0-21:45","10:0-21:45"
"VGxJbglGlx-a7Gdc55Q6jQ","Katana","3229 W Liberty Ave","Pittsburgh","PA",15216,40.3899009,-80.0406617,3,149,1,"u'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",2,"True","u'full_bar'","True","True",NA,"False","True",NA,"u'free'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Japanese, Sushi Bars, Chinese, Steakhouses","16:30-22:0","16:30-22:0",NA,"16:30-22:0","16:30-23:0","16:30-23:0","12:0-21:30"
"1MrJJ9tyNyfFrxaNZ67xFg","Silk Road Gourmet Chinese","5301 Grove Rd, Ste 1","Pittsburgh","PA",15236,40.3591070736,-80.0020897818,4,135,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",2,"True","u'full_bar'","True","True","False","False","False",NA,"'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Sushi Bars, American (New), Japanese, Chinese, Steakhouses","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","12:0-21:0"
"GeeR1ScER2WpFoJs1sTjsA","Panda Express","1401 Center Rd","Avon","OH",44011,41.4691486288,-82.0192191362,2.5,50,1,"'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",1,"True","'none'","True","False",NA,"True",NA,NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"Fast Food, Chinese, Restaurants","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","11:0-21:30"
"w4MypAX8UIaJq-mhCZBq2A","Hong To Chinese Restaurant","4905 Robinhood Dr","Willoughby","OH",44094,41.6262114,-81.42652,3.5,27,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",1,"True","u'full_bar'",NA,"False",NA,"False",NA,NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30","11:0-21:30","12:0-21:30","12:0-20:30"
"jDZJsIyc3jXjcTtJk_p8ZA","Orient Express","4609 Forbes Ave","Pittsburgh","PA",15213,40.4446795,-79.9481851,3,91,1,"'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",1,"True","'none'","True","None",NA,"False","False",NA,"'free'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chinese","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"vVdY2qDO7dkUrU8LXYZ1uA","Green Jade","1109 W Windsor","Champaign","IL",61821,40.0831798963,-88.2643084814,4,38,1,"'casual'","True","True","u'average'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1,"True","u'none'",NA,"False",NA,"False","True",NA,"'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seafood, Chinese, Restaurants","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","16:0-22:0"
"z9lOfnUorcbWR_xS0DSeHw","Fugu","411 W Gilman St","Madison","WI",53703,43.074392,-89.3936635,3.5,180,1,"u'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",2,"True","u'beer_and_wine'","True","True",NA,"False","True","True","u'free'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Szechuan, Thai, Chinese, Town Car Service, Transportation, Hotels & Travel, Local Services, Day Spas, Septic Services, Restaurants, Asian Fusion, Limos, Beauty & Spas, Seafood, Soup, Dim Sum","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:0-22:0"
"sfd19Wo_7g2TwaoJmA9B8A","Hunan Coventry","1800 Coventry Rd","Cleveland Heights","OH",44118,41.5103685019,-81.5802007953,3,83,1,"'casual'","True","True","u'quiet'","True","True","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",2,"True","u'full_bar'","True","True",NA,"False","False",NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants",NA,"11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","16:0-20:30"
"QI0PGXbGkIdInOOBeq6ieQ","TJ Buffet Sushi and Grill","4801 McKnight Rd","Pittsburgh","PA",15237,40.5226505128,-80.0064798072,3,37,0,"'casual'","True","True","u'quiet'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",1,"True","'full_bar'","False","False",NA,"False",NA,NA,"'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Japanese, Restaurants, Sushi Bars, Buffets","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0"
