"user_id","business_id","text","date","compliment_count"
"-Rd2e6lJI3jzrQBO5aG3KQ","4wzfwVrijdT--mWTESjw9g","We get the same thing every time, veggie fried rice. It is excellent!","2017-04-01 12:48:14",0
"dNrRJTR4sr7gEOHeVvYfQg","ijY4C4ut4M9xg3QvK2R2pg","Best dim sum in town","2014-03-29 16:42:02",0
"GMKoemATfrXg1deaXxt2jA","G4JLnk8TkeAhZ71V4Pof8A","Well the very perky, eager to greet customer feel seems to be gone already. Wow.. so quickly..","2017-10-06 22:36:43",0
"JMC-c80zYOx-T6xmC95lrw","gnqHyA6gY2-m9S-FKt6Xqw","The food is relatively good for the price but certainly not the best.","2012-10-06 06:14:38",0
"01HpNrCSLNWbQG9Fv3c4Pw","7OKQ4ENVfPfxtDqFOG7x0g","Worst Chinese food in town. Unless u are starving and have nowhere to go...","2015-05-27 15:29:35",0
"aR7F6JaHjsYW_j5Biih0rQ","yAkaDc6MWX3dy8bnEcCrRQ","You can order Brown Rice instead of the standard White Rice - Just Do It!","2014-10-30 02:50:48",0
"mCiZxA5ynuhMKx2oUqSwWA","zswdqM8Av3KxVv9o7_6ORA","Pretty good, reasonable price.","2015-04-04 04:58:51",0
"uf1UdKswKWOqFLUvRvvbzA","eab04KSBbf30FqB4cH8erQ","Love the pork buns and dumplings","2011-10-09 01:31:41",0
"QSnnvnlpzBE06uCLJoXStA","UzSXgaJjOrtdWATtzgPWqQ","Good  price, great food!","2013-08-29 22:03:22",0
"MWKGiMZIe2ZjDe8VgGkWwQ","RvwZqjdkZ_pER0moPXLZAQ","If you come on weekends expect some waiting time bc it's very likely that they're busy there! Other than that food is good here & try the bubble tea to satisfied your craving! :)","2014-03-31 02:10:06",0
"0cYZvANIt3eh49rr5cqqQA","OgwN65jZebPRIPSmNpRP7A","Good food lackluster service","2017-07-12 17:16:16",0
"VQe3z2p05mu9ANXzBvCu6Q","VfWX3UCKvUnVktdOuR8TwA","Good but pricey. I would prefer rice with fewer dumplings for $7 rather than $9","2014-06-29 18:13:46",0
"Q0Bs5ObN4w2U5WHs2gLsPA","7aZf5c1UNotq4MabBXMZLA","Schezwan noodles!","2012-04-08 22:59:29",0
"nT3tLANzGy0a7DuB_GIQjA","DQMaUSbKsRtB5lJD3egqxQ","Slow service but the food is legit!","2013-08-23 00:43:51",0
"SC6UXERABa3Ex_AZlrnTDw","HVpwpXneaCWMeEBF7H8jpQ","Had the fired chicken bento box. Portion was huge. Taste was good.","2017-10-29 05:02:53",0
"dD5vTDPzv_79m8_zZhc9hA","1qw65j15MqKqYkljH_iSyA","A Panda Buffet is out of business.","2016-02-15 00:19:21",0
"NWUwotPgoSFlZolXQ1qJtg","e-XkLeDKWKpleCT5a78gsw","Really tasty chicken teriyaki and steamed dumplings","2018-01-24 01:11:20",0
"L4j6jjo1pCalYPKMkHi0kw","8gVq0xCXVeAAS3-nsifAgQ","Closed!  This is now dragon-i","2012-12-21 18:11:53",0
"d5WLqmTMvmL7-RmUDVKqqQ","keQlXWfz2K7GukqaReVyow","They have these new scratch off cards with purchase of $30 or more. Scratch where indicated and win $$ on your next visit, I got $10 off!","2017-01-29 03:05:45",1
"tbeGN-N5_gUpQBDUuYzswQ","VfWX3UCKvUnVktdOuR8TwA","Great quick lunch!  I had the haus jiao zi dumplings and they were excellent.  I'll definitely be back!","2013-02-06 20:52:08",0
"DIqmYwkcPFcYnEpWvzXeOQ","mpG1R1ktTI3x1twNBsGvXQ","Wednesday - Sunday: Domestic beer $2.00 and import beers $3.00","2015-08-31 20:03:58",0
"RWGJvGak18-mXGYQo5wFUA","-_DxZ8gKU50sfuZEu4ypKg","Yummy.","2012-03-16 23:46:15",0
"NJqmAzerpbAIC0-VBclwgA","6PPoODoXUyMULipVWnpJWw","Big time mess up with our online order! Even after our order swap They didn't offer a rebate or solution! Won't order again.","2014-02-02 04:27:01",0
"6gGRtiXRdUS2PbFlu2QmZQ","l_pR3x7v2mvE3luVdmGuoQ","It a great place to eat lunch. The staff are very nice.","2012-05-14 15:40:28",0
"dt9IHwfuZs9D9LOH7gjNew","cXmlv2WBzuB6JLMhaCvLuQ","They are playing Nobody by Keith Sweat! Sweating from the red chili!","2014-08-05 22:53:23",0
"rFvCCdVA0PMOjTGbD0iZBQ","eab04KSBbf30FqB4cH8erQ","Chicken dumplings are a win- place is def not low sodium","2011-07-24 00:58:59",0
"Fb5iPuMvLQ9tTG5azrqymQ","1SJiW_mW6IlEe7hqMTnjYg","Good food and good service.","2015-05-30 01:59:11",0
"ee9X7FcJvSJ2e770gOwWnA","EHKzu5r2NEz5Zq2R84J4ow","Weird experience. Dinner for one, I was treated like a leper. It was 11 minutes before my server came to take my drink order and I ordered my entree at the se time. I had the hot and sour soup which was almost tofu less and was neither hot nor sour. I had the banana pepper beef which was smoky, hot and good. It took forever to get my check. Probably can't recommend.","2014-06-28 04:06:39",0
"DRM55UkBHkjt-1CQSky9TQ","EHKzu5r2NEz5Zq2R84J4ow","It is rare to find a restaurant that has both excellent Chinese food AND very good sushi.","2011-10-07 20:44:12",0
"XgmEAWKBxlQ3vetV5ZXeow","JftoP9r6TT98v83hfY9RZw","Only the best Chinese food. Ever.","2013-09-12 21:58:01",0
"yjjl9ySzYopdYTAdimpUUw","hcFSc0OHgZJybnjQBrL_8Q","They need to air out this place , smells kinda funky.","2015-01-22 19:11:17",0
"4WZ-RUk5akPl5_4-tqqygw","PgaHjsWV3whvHF1CHU1rZg","Always delicious. Hunan chicken is my favorite. Lunch prices are less than dinner.","2015-10-19 02:15:18",0
"nFRz_nBudowhq99ckfgetg","BCga5CbMqcZLCpxAuln57w","The food is good. The price is not good. (The sushi price is good).","2017-09-24 19:39:18",0
"adtOywpRnG5-4mjQMQE1FA","ceuvH6NpDhpT1p4q1w93pA","I found a new fave. roast chicken is a win","2015-05-17 02:34:13",0
"QI6OZfsflX-ZsPeaXAwSMw","p9rvoRXzEf7Y2nTaqnotxw","Stopped for quick lunch since Krista and family recommend","2014-09-18 16:11:47",0
"E5miUI2rjdaCXMW11GOSKg","SUktrYdNQD8k2vvkM4OpfA","The give you a lot food is hot and fresh","2016-04-30 05:43:58",0
"ctYv4Glpiflj2VzVQj6w-g","Y81wukOSmZ6sRS1cn1QhXA","Looks like Tina and her folks have sold this place- rumors have it a Champaign location is due to open sometime.","2010-03-12 17:46:26",0
"EE7d9A8VWiODMWItEpxGpw","QvKN1zh_BCFai6oDCx3d_g","Always fresh!","2016-08-17 22:56:31",0
"NvQVQUm6Yr_UT6Bi8A3KTA","iuIkzvQRb4DVWOMhE4GI3g","Best Chinese I have found in Robinson.","2014-06-26 22:46:52",0
"CbmNBkKa9QKNxPiN_whFUw","VBhPgceaKWOXT71d3Jp38w","Cucumber martini","2011-05-01 02:03:04",0
"vInhYl7i3v9UsYkmcm_ZUA","Q3zZTpHQBSbiPq2lLaTtgw","Order the honey chicken","2013-12-13 23:14:33",0
"Wom5ss-owNYkxSy_j4s39A","wftmt-n8OUA4Ng3bWWH5dw","Can watch your car while eating :)","2013-12-16 00:02:11",0
"bDhwFYNJKlbu29niKq0Cbw","1MrJJ9tyNyfFrxaNZ67xFg","Great place. Ambience, food and service terrific. Highly recommended.","2013-12-22 01:28:08",0
"LUlKtaM3nXd-E4N4uOk_fQ","e7M2GgkCfDYTxdPN1LL1sQ","I was excited about their bubble tea but if its your first time trying it this is not the place","2011-05-12 19:34:56",0
"8BOnCwFbxFnV54ZM1zrCyQ","jDZJsIyc3jXjcTtJk_p8ZA","Pineapple shrimp and hot banana milk tea. Every time. Forever.","2015-10-21 03:21:42",0
"ZaD5_e0TJHzHS3KqYBS0kQ","ui33pIJmkW0s8HddH_ZZ9A","Good food. Ordered general tso (spelling?) chicken and chicken chop suey. Both good.","2016-01-10 14:36:54",0
"uxiWdAcP0S1UmBeyP3UzjA","2cetuQgbP1Bnzm-uMRlocQ","I really like its pho. Nice place, good food, terrific vibes.","2015-07-13 00:54:13",0
"uRrk4iuVNt5sqj2B1E2tFA","LbeJgPgKKHw5qH0f02NHEQ","Delicious as always.  The egg foo yum is great.  Best fried rice.","2013-12-22 01:05:23",0
"nODk_1cOo7Y6ceMyPN1iZw","j1i7s55PmOFzJC3l6O8PiA","It will make your experience a lot easier If someone from your group speaks mandarin chinese","2014-04-27 03:46:18",0
"T76-jKiHe5Fz5qTjQQlWoA","I2lDmQHDxnUKbEBJuJCW6w","Some of the best Chinese food in the city","2013-08-28 00:34:15",0
"ELOc87d1PuvQZ8P8etdycQ","DtAND35Vc4dY7usrGtbR7w","Dining alone. Hot and sour soup!","2011-10-20 16:53:35",0
"DeXKbQYNx52OlOizobOLJw","NYMUlUYYEb3H0nKsauj-yw","Sweet potato tempura roll is unbelievable","2017-04-05 17:07:37",0
"eRIpOn5NMhXwUiH5zAYvJg","OiR6kP_mAD47vKU1WiPshg","Bad service, food isn't great. Wouldn't recommend.","2018-01-21 02:46:25",0
"_VTEyUzzH92X3w-IpGaXVA","UEY70uNV3BxMbxjNmg0apg","Free spring roll if you like them on Facebook","2014-10-16 22:23:42",0
"tQBrhzi7ixctWgthHHSHgQ","zswdqM8Av3KxVv9o7_6ORA","The only place in town serving cucumber and jellyfish salad!","2013-12-29 00:56:11",0
"DXejgPKHhsM56ENLSVBSyg","jKxES7iLV63H_PfyGVGIDw","You should get the chinese eggplant dish wit b tofu","2013-07-13 18:05:06",0
"GMKoemATfrXg1deaXxt2jA","G4JLnk8TkeAhZ71V4Pof8A","I do not recall any panda express location in airports asking for donations. When this location first opened, thought their rqst for donations to some cause was... nice, sweet, earth and people conscious. But now?? I come here way too often to be hit up for money every.single.visit. glorified panhandler.  Dip into your own profits...bah humbug.","2017-11-27 17:14:48",0
"mxufNEcZIYndtjPHVtCh5w","X4CRPHvv-33kjxVJISZpUg","Best place ever! Love their sweet and sour","2017-10-09 23:10:33",0
"wowUudflcxllOaEU4IL_qA","VGxJbglGlx-a7Gdc55Q6jQ","Mochi for dessert was good.","2013-02-16 02:15:15",0
"Gh6sagblKhuMpWUDWeQjNg","hEUAUdG4fBdYWvPeEASnng","Restaurant closed for unknown reasons. Got back from a trip up find it closed","2014-03-26 19:38:45",0
"FXFHTsLKNYvJxEbmxP_F3w","i17-RGooGWIad0y5YtaBtQ","Love this place! Great taste! Great price! Real fast!  Always a good comfort food.","2017-02-19 20:52:08",0
"4s_zxWFUqW6-TKYMPYUOiQ","HzE3NnlAzIcqiHDydpvzrQ","Weekends are crazy busy!!! Come early or make reservations if you have a big party. Hot tea and appetizers are amazing","2017-04-08 23:45:07",0
"VIGYAdgtus5tW7ZtImAAzw","EHKzu5r2NEz5Zq2R84J4ow","I recommend the black and gold roll","2013-05-25 20:56:45",0
"KdfA5jmYegK5-6clEf7xSw","iDDW5kjoLVN9rqrGM0cwjg","Went at about 4:30 and my food tastes like it had been sitting there for hours.","2014-04-14 21:26:33",0
"LlIZmwJLnw7PMDktDiy6sw","WghhtS-tqDWMh_W2O13CYA","So glad Panda is finally open!","2016-02-02 17:57:44",0
"UmA9TWob-NqkTdt5UtOrtQ","bfF90MspMbqLWdcEU9JLcg","The sushi is not good very old and dry rolls i will not be back","2017-07-09 15:22:44",0
"_tX6-jgQkcimvIYzj0ycUw","kYTzpbnpVDZVghVqZz7qCA","closed","2012-02-15 22:14:40",0
"0tC5OOTuwvPGnnqhPCoRSw","L-aDFoHDcVG1ImCoG361jw","Their fried rice is much better than China Chef's...it's soft and not undercooked.","2017-12-08 21:47:12",0
"3L0NT-ydkWR5KpJFb9dB3Q","i5A6Bb9SpaYb3_Yr40Pk2g","Primarily takeout, small tables but never saw anyone eat there. Buy a scratch off next door while you wait!","2014-06-10 02:44:54",0
"Ld_A9Z7sDxs6A1-ozRCCVw","uSANDilamc1QSiCinFSKYw","Meh...journeys much better","2014-09-04 03:03:44",0
"uRrk4iuVNt5sqj2B1E2tFA","LbeJgPgKKHw5qH0f02NHEQ","Always fresh and delicious.","2013-12-22 01:06:03",0
"e4_SLq4h7q_NC3Xv4LsTjA","ygjJmeiGoO--QpTqJ_kZjA","The waitstaffs' drive to upsell is really aggressive and annoying.","2011-05-18 17:03:26",0
"ISJ860z59OPGcuBbo-kjXg","hEUAUdG4fBdYWvPeEASnng","Viet Bistro is closed, and it looks like it's for good. I peeked in the window and there is no longer any furniture.","2014-04-02 19:24:09",0
"3z1EttCePzDn9OZbudD5VA","hQMx2ZbGAa_oxJNpnTZf8Q","Beef stroganoff or stuffed pepper special, two sides and desert!!!","2012-01-03 22:48:00",0
"SpVIa4Av_ghpfVUZzeXJOw","vn5f16PcHU-feucWgK7r1g","The sushi chef is one month new in town!!! Sashimi were super fresh and cut generously... Yum!! I'll be back to try their rolls.","2015-04-14 11:12:42",0
"4_YXHsStJdeo3w3C7crAkw","VfWX3UCKvUnVktdOuR8TwA","Moved to new, bigger location across from Sundance!","2016-05-24 22:47:10",0
"dqfCjksa09IAWvnUObGhPQ","kS_xANADJil_EGX6gmMa5A","The veggie tofu soup is really good","2014-06-09 16:17:46",0
"ErreAQDbHF0KyqQVB3N1Fg","R_Z2wQ5dSBihyGVwDFKaeg","It's true: cash only.","2013-08-28 00:48:45",0
"gTP_ZYWsumptBRnJeF-_zg","VGxJbglGlx-a7Gdc55Q6jQ","Filet hibachi was very good.","2013-09-04 23:54:11",0
"k0bqIdvhAnq3eV-s9YnJLQ","5qtc1s-TKdgzPccKwY4SRw","CLOSED.  Building gutted.","2013-08-21 23:38:53",0
"uf1UdKswKWOqFLUvRvvbzA","z9lOfnUorcbWR_xS0DSeHw","Great for big group gatherings - good portions to share","2011-11-06 00:27:57",0
"uf1UdKswKWOqFLUvRvvbzA","eab04KSBbf30FqB4cH8erQ","Love the garlic bomb with my ramen and the dumplings here are awesome!!!","2011-11-03 23:23:53",0
"yAB_qwTanIqP8_hqyT2pbQ","4X3IPhAmq5YynFRDeuBlbQ","Get ready to wait!!","2013-12-02 23:39:49",0
"OuM_0R1wfqX2eGl57Ey15Q","VBhPgceaKWOXT71d3Jp38w","Great bartenders and cocktails, wine, beer","2012-08-14 22:01:37",0
"bgIYmGzX7s77Ndd2jW4A2g","xULATz2siGXOPia614mg2A","The hot tea is not free! Each costs $3.25! It is good but in my opinion overpriced. Opt for water when asked about drinks.","2018-01-17 16:43:37",0
"UuPPKVJ3Hk6E_ZKR-J2NzA","VfWX3UCKvUnVktdOuR8TwA","So. Many. Great. Choices.","2014-03-28 18:20:59",0
"soe85m1hC20MQDefM8nYDg","ubVWVTrw4zvsqnaW22-BMw","Get the General Chicken.","2015-09-23 15:45:37",0
"nOr3_aq60yivqgcso_iDMw","mmtjbwUUjw266ulkEnRX3Q","They offer free cups of ice cold filtered water free with a purchase","2017-07-26 16:12:28",0
"6y5FddadSJfZNatjuJ0vhQ","j2kjfjODIZyNPxAu1Dow6A","Go at 11:30am for lunch...seemed like all the dishes were fresh and hot!","2014-08-28 17:28:39",0
"0tC5OOTuwvPGnnqhPCoRSw","mdNbptkRKH1Jj2iRqBgq_g","Lunch Buffet:  Monday - Saturday 11-3pm $5.95","2016-04-22 16:23:55",0
"B-eObkICy_LFjMfrUfW6Yw","ijY4C4ut4M9xg3QvK2R2pg","Dim sum!","2011-07-17 17:24:01",0
"AmU-y6ZS3UyCZ1WXJhEAIA","AR1w3ragHgRvnU71A7aaZA","Check your bill everytime and be prepare for automatically 18% tip charge even you have only 2 people in your group.","2014-07-16 04:20:23",0
"5IaHGddT0RLq1-S5LbP1iw","a5xUI7TvsNhM5gZr6KowDg","Great food, beautiful ambiance, loved it! Matt was an amazing server as well!","2014-04-20 14:32:06",0
"vdjV0azMGBy2zpd69yefAw","ndq4rJcFLMbMGU_gK5u79Q","Great food!","2014-04-22 17:14:27",0
"784GqEJKOs0HQzDEAGluHQ","USRXU4ASBAFSKhlk-KVrCw","Would NOT recommend it!! I was there a couple months ago, The dim sum was gross..","2016-04-29 03:40:26",0
"ftgHxGoii86qcYYNIJjKyg","dWB0HT1nXQ2N8n3bvPKJuQ","By far, the BEST Chinese in Pittsburgh","2014-04-25 20:14:24",0
"mqIpIqxnT7f94eilrNkZOw","t_yiQnxUDdPPCN2z4QyezA","Yea im here again. Wife's buying!","2012-06-02 01:28:02",0
"oZ9wTJLI9GxQEtvp2OQoxg","jDZJsIyc3jXjcTtJk_p8ZA","Newly printed menus = 5.50 meal deals have increased in price to 5.95! Lunch special remains the same price.","2011-01-19 00:24:18",0
"jiPiMaNJyEwXO5YKriw49g","Tm2dKN_-DCdZfF2xMWrX7w","Come hungry!!!!!","2014-03-22 00:05:29",0
"LSynZBkAwHSrbNljExEmlA","uA9tzuzID3t5yZ8rhZ1bQw","I very much love that the lunch portion comes with soup.  In Israel soup is more prominent than in the US. I like the soup here.","2013-10-04 17:14:08",0
"sef8t9tk67p8X-ShCaYRIQ","rQ6C54q1N2iq9iDKSA3QGA","Very tasty food ....lots of options .....very fair pricing and super nice staff","2013-09-11 23:52:34",0
"HAHaqZUvu3YcMCNknT0yzA","8LUKD_9rkJoUIIuT9uiDbA","Recommend the baked Alaskan roll! Yum!!! Good service","2015-10-04 02:29:43",0
"nOr3_aq60yivqgcso_iDMw","LnYkQ2Hjm-klqYJVgZ1cEQ","Sometimes there is a long line due to cooking time","2017-03-22 16:39:19",0
"xtwoOTTOuZrXj4GQtsueuA","5rb2tq_AhxQuRYu_bh464g","The fresh basil rolls (not sushi), spicy crab meat roll, & Chai martinis - yum.","2011-07-23 02:58:42",0
"SsH9zQtl01SABH6QGsnu3w","GDpd9KZdUgnjcoCWTTphqw","The spicy fish is good, so is the watercress and maps tofu!","2012-10-15 16:21:20",0
"T76-jKiHe5Fz5qTjQQlWoA","I2lDmQHDxnUKbEBJuJCW6w","2 menus. Ask for the picture menu","2014-04-17 22:29:43",0
"qBLyuv66tFIypV6uPg8Gvg","aHVhlCvmlNnnPf-LgclNNA","A real station square! $7.50 lunch special fills you to the brim!!!!","2011-12-21 20:04:41",0
"IFZFQOqflFONSdx88fXoaQ","8C65DwwnazwYB2z9naHyaw","I like their eggrolls!  I get the shrimp ones and have never hada bad one","2013-12-09 23:40:58",0
"RIRF2aV_8LIgCny6rYfjjw","sOaeX1zQWuqbPcclvjtdeA","Work lunch.  It was excellent!","2015-10-19 16:50:55",0
"oPQAJEiJnRrD0Km5RlKmtw","CQJGl8n0wqL8WSEsG_yqDg","It's very good Chinese take-out, and they offer a wide variety of menu options. I've been eating China King for years, and have never once had a bad meal from here. Also, their pork fried rice is the best that I've ever had!!!","2017-03-15 03:46:08",0
"1cF0kgsaBy-l7od8bh899w","t_yiQnxUDdPPCN2z4QyezA","Closed from 07/01 to 07/04--this has to be one of the very few Chinese restaurants that choose to close for the holidays, a sign of authenticity?","2013-07-03 00:31:20",0
"jJMTawMRTsupZIrnnGsqgw","iH-BDuPiIV1Eag82oqXmAQ","Great food excellent service","2016-05-12 14:59:50",0
"Vc2LF9WWbzQ7LWdyOIMZEA","8LUKD_9rkJoUIIuT9uiDbA","Sushi great, love the seaweed salad and spicy octopus salad","2013-12-13 00:10:39",0
"TfPoBNbVwDzagjiR3cPX0g","XJo_kPFlbuORqL-mE2Ny6w","Mango Sesame Chicken!!","2015-06-27 02:20:09",0
"UeEzEYOCSKUjHCTx7IvdvA","8B4tanBgBpccBUWSEH4yLA","Go for take away--the restaurant isn't really geared towards eating in house, and the delivery times can be too long.","2016-11-23 15:45:25",0
"wM7HTh-ixzNpZfTvFZmbuw","OaHJvi10dJbMIaQXg5e2Ag","Under new mgmt since April. Old coupons no good. Looks cleaner and nicer in here.","2014-11-03 23:12:52",0
"5OGr9atyR_TLfxlNtFrikg","xXGRRmCIf6t6Bn-NvxHYwA","They no longer deliver as of 5/21/15","2015-05-21 23:53:32",0
"jXX-G_goCYZZrLSDY8qXdg","tyCIs0pyyw36apAXdR26WQ","New management as of the summer","2013-08-28 17:38:11",0
"baZPHe8Z0JxNVt4c0IKRJA","BH0K6SxPnY3wTRB7tA27hQ","New favorite sushi spot!!!  Tons of offering for Wednesday night half-price sushi!","2017-05-03 23:06:40",0
"b-0Kk5zzCdJuU30xAVzZdQ","VfWX3UCKvUnVktdOuR8TwA","$10 credit card minimum! Bring cash if you plan on ordering more than one item since most noodle bowls/orders run around $8-9","2017-07-21 16:11:17",0
"YQUbI0uQYuIa42wfofR-gA","jKxES7iLV63H_PfyGVGIDw","You can call in and order to have your food ready by the time you get in and eat-in too. Especially good for lunch hours.","2012-08-07 17:08:13",0
"hy4uEHgITEfzxrXzyDhCRg","pJU2t-6Hd_zUosX1Aw4b0Q","They are stingy with the hot sauce!!","2012-10-18 00:14:05",1
"rdXAuI2fKilcf65W-QoASQ","ldKrUirpZZ6JDnNwOwLpvw","This place sucks","2012-10-01 23:51:16",0
"W1JxeFHz2JNKBzE1zm7WuQ","AR1w3ragHgRvnU71A7aaZA","Go up those stairs!","2012-08-25 01:46:15",0
"rl1qrjfjQuIsg8kpNt0YYw","afdthOntL8hfhomIFX-NWg","Great food, good service, pleasant","2014-03-14 17:39:32",0
"T76-jKiHe5Fz5qTjQQlWoA","I2lDmQHDxnUKbEBJuJCW6w","All is good","2015-09-30 23:16:42",0
"LKg4EmjRVIzzT_rVGZx23w","EHKzu5r2NEz5Zq2R84J4ow","Pink lady roll....try it ....best thing ever","2016-02-13 18:23:45",0
"VQe3z2p05mu9ANXzBvCu6Q","ffUCy7Gd8Gr28oK5mHOjsw","Sadly this great ma and pop place is closed and the owners have moved out of state.","2014-07-11 17:59:42",0
"W0YPUUT-1jxzv0hjUi5mLw","iuIkzvQRb4DVWOMhE4GI3g","It was ok...the eggroll was about the same as a dive greasy chopstick Chinese restaurant. I peeked at the menu and the price is a bit up there. So I would have expected a bit more great taste. Yes I know, it was just only eggroll. I think I expected more with the ambience and price of food. It's not bad and hits the spot when in a pinch of hunger but do not have time for more.","2017-04-03 01:54:22",1
"5mHkN4mlPPrmuXq1U1pmFg","mpG1R1ktTI3x1twNBsGvXQ","Horrible service and over priced","2016-01-01 00:50:56",0
"LVChK4kvG_mdRdEsk34PkA","-06-Fdi30wJx-JA8P7CAng","Great food, I have been coming here for years and have enjoyed everything I have eaten.","2012-01-10 00:25:11",0
"qHpeq6LFz4G-F82L88WMqw","mvhokWwVKgfE-koLlc4VEw","They deliver till 2AM!","2016-01-25 00:20:11",0
"pFRE2mNCQvx9DUU542c6Dw","SUktrYdNQD8k2vvkM4OpfA","Just ordered some chicken chow mein!","2010-01-22 22:27:31",0
"wbNLq9gPHtoliATdHrZHcw","BIqsItY0vyOshMpJ0I4cPg","Awesome szechuan food. Spicy and good. Total 180 from its former incarnation as a low quality take out spot.","2010-12-09 00:57:51",0
"fmzIm7RxEdii5Jz44PtO7g","7U73RqIg6JA0WThxWUV3uA","Purchase the deal for $10.00. It is worth it and you can buy a deal for a friend","2016-05-25 16:23:44",0
"DpsBcu5XJXpTgm16TG3rDQ","XF2eTNV5RfzoSJQ-kRZJmA","The banana eggroll dessert is delicious!","2012-11-15 23:26:04",0
"nODk_1cOo7Y6ceMyPN1iZw","z9lOfnUorcbWR_xS0DSeHw","Good central location on state st, but parking is limited on street","2014-05-06 17:27:16",0
"7FAWEeRGS1IqKDjrY7uwaA","BIqsItY0vyOshMpJ0I4cPg","Over an hour for delivery tonight- yikes!","2011-08-26 23:34:15",0
"c-geEqyt3Ko6yTEydoCYTg","iuIkzvQRb4DVWOMhE4GI3g","Try the Pan-fried vegetable dumplings. They're excellent.","2011-10-22 20:22:39",0
"-hietrA8M58asfpyJkCyiA","eC-duRpbiVsCD14oGYiDOA","They have lunch boxes! Pretty inexpensive too!","2015-12-31 00:40:14",0
"4HwS2oCVQ1-f_kzHCv5X3A","VGKq16vCdPPHMoryy6XTHg","Bring cash","2016-12-01 05:40:44",0
"cAvlJ-lvBywOjcG1FTC_7A","USninqjSauwQQ2T_FlkIMw","Fried rice was TERRIBLE!!","2017-04-01 15:23:49",0
"KImDfKRpLV1vv7in15gehg","t-LnJne10SHAWATKYdQdJQ","Fresh veges and wonderful meat","2013-11-27 18:17:14",0
"_idWOAEvySJq9jrT8RPazQ","t_yiQnxUDdPPCN2z4QyezA","Best Chinese restaurant here in champaign Urbana.","2014-10-16 00:34:06",0
"0tC5OOTuwvPGnnqhPCoRSw","tZpxk604kWWHsJKyirraZg","Now open next to #1 Pho in the former location of Saigon Grill!","2017-11-16 23:13:50",0
"7qGe49__QqCpk8ZYOm7W8w","tRrMljYqr48OjWoHDDkSoQ","Shredded Chicken and General Tsos... very bland!!!! Very disappointed.. never again","2016-03-26 21:41:09",0
"Wom5ss-owNYkxSy_j4s39A","GDpd9KZdUgnjcoCWTTphqw","#Papaya","2014-09-21 23:14:18",0
"boLGreuzOXfreFivRIsbPg","KLvpdtFYUi1I0LNsmIqeJw","Keep in mind that after lunch hours, utensils are NOT included unless you ask for some.","2017-03-13 01:45:59",0
"0obrr0L01fZZlTW3fMnkLw","BIqsItY0vyOshMpJ0I4cPg","Tastes just like home","2012-04-14 17:51:21",0
"SEZVQUIxNukcowUAR14VUQ","QlAPX3c0Vm2dU_w3puIAIw","Modest lunch prices, tasty food and friendly faces. Oh yeah, refreshing bubble tea!","2016-05-06 16:42:07",0
