"review_id","user_id","business_id","stars","useful","funny","cool","text","date"
"B6Fx37j2oB8ArnseYyAGJA","gc1RqxfxyUEkVyY-6Pj6Gw","ui33pIJmkW0s8HddH_ZZ9A",4,1,0,0,"Pretty good Chinese food place! Indeed the best crab Rangoon. So far my favorite ""Chinese food"" place!","2017-04-30 21:17:22"
"VgPnYAOJdFF_vD0GaFUNag","HLaSqQMDVvlcFPGJL_kGCA","AfoBKJuGBJvQhc3By4K9Dg",5,1,0,0,"Who says the Midwest can't have tasty seafood?  Dim and intimate, Muramoto is easily one of my favorites places in Madison.  A varied menu with some fantastic Asian-inspired cuisine, this ain't your grandmother's Friday night fish fry.

Update:  swing by on Sunday night to try the blind chef's tasting.  4 courses ending in dessert for $30.  Never disappointing.","2005-05-03 15:53:49"
"E8jcQQmiMpfsIYu9RgJ1bA","xLTZmUnu8sMuwWNybzHNig","AfoBKJuGBJvQhc3By4K9Dg",5,1,0,0,"A little slice of New York City's famous Nobu right here in Madison. Sit at the bar (the tables are a little low and too close together) and enjoy the miso cod, spicy tuna roll with an almost Korean hot sauce, or the pork cutlets with gruyere and pears (talk about fusion!). This is a really excellent place to order some of everything, omakase-style, so you can appreciate how good the entire menu is. Muramoto is our favorite restaurant in Madison.","2005-12-27 20:02:00"
"EEPtbcqOMLxuvPP_4s2N9A","sexreU7gYqeILeCySPRRNQ","ecXP80GWT6zZ2qqZHpUCtQ",5,1,0,0,"From the sidewalk, the place is actually really easy to overlook. The restaurant is not marked aside from a sign on the wall of the doorway. Once inside, the whole place is filled with beautiful woodwork. The ceiling kept me visually occupied for a really long time. The food itself has everything you'd expect from a Muramoto restaurant. The sushi selection is as good as their more sushi focused hilldale location. You can get the combo platters that's chef's choice, though if you really love/hate certain fish, they're generally really great about making those accommodations. The hot food has a nice variety of dishes to choose from. The black miso cod that's pretty much a muramoto staple is always a great option. The pork belly is very flavorful, with cloves of garlic stuff inside the meat. And it comes with their housemade kimchi. The brisket has great flavors, though toward the end, it does get a bit salty if you eat the whole portion on your own. The fried chicken has a very light crust, definitely not your traditional fried chicken.
They also have daily specials that range from small amuse bouche type things to larger plates that you can share.
Overall, it's great to have a restaurant back in this part of downtown that has the quality of sushi that muramoto does.","2017-04-20 03:31:36"
"LFTVAZQ7jOQbF07x1bGpdA","lV0TGQufw-draFAWiawdSQ","AfoBKJuGBJvQhc3By4K9Dg",5,0,0,0,"Although I regularly miss Dog Eat Dog around noon every week day, I'm pleased that Muramoto replaced it and gave us a place to blow our cash on Sunday nights. The chef's tasting is key. And use the bathroom with the sink that makes you want to get out your GI Joes and Barbies and play in the bubbles all night.","2005-09-19 20:37:08"
"rYeE1ylJj71kHZNY2piz1A","cm_j0pGMv1aHmosvHLpkyw","ui33pIJmkW0s8HddH_ZZ9A",5,0,0,0,"Love their food! Best crab rangoon! I always get the teriyaki chicken meal with the fried rice! I can eat it for several meals and it is delicious! Love their veggies too. I have tried coconut shrimp and it was great! I just usually stick with the chicken bc it's not breaded. I highly recommend!","2017-01-02 17:06:24"
"NDJPlFn9agAkfyo7mMB4Vw","66e_wFUf4GsDT2DTZ3u-Xg","AfoBKJuGBJvQhc3By4K9Dg",2,1,0,0,"Just to be clear, this is a review of the new 'tapas-style' Muramoto.  Ok, with that out of the way....

The Space:  Just like the old Muramoto that was there, its a great space and feels like a 'big city' restaurant.  Dark, calm, cool, and the lighting is superb.  Great date place and it just feels sexy.

The Food:  I wanted to like it, I really did.  We ordered a wide variety of small plates and not ONE of them was good.  In fact, even they even managed to blow bacon-wrapped figs stuffed with blue cheese.  Now thats not easy to screw up.  The plates ranged from merely ok to bad (octopus 'balls' were like fried croquettes with elastic bands in the middle).  

The Drinks:  Drinks were good.  Good pours, good selection and the Japanese booze was interesting.  

The Price:  Here's why Kushi Bar received an extra star.  The place is cheap for what it is, especially the drinks.

So all in all, go for drinks, ambiance and to impress a date.  Maybe even order a small plate or two but don't expect it to taste as gourmet as it sounds on the menu...","2009-06-03 02:07:02"
"EorxDBvWnt-F89MdKXpyEw","gfmlVpUF4a9-RVOUe0ofMQ","G4JLnk8TkeAhZ71V4Pof8A",3,0,0,0,"Food was very good...flavorful, well-prepared, moist, and hot. Staff was enthusiastic but not well trained. I had to wait on my food at the counter. They didn't offer to bring it to me. The dining room was filthy...dirty tables, over-flowing trash containers, debris on floors and counters. Not sure if I want to return.","2017-08-31 17:12:46"
"rmru6dJSygBYOrQIrUU5IA","0sDgdeKJPGr_2WioaXjBsQ","ui33pIJmkW0s8HddH_ZZ9A",5,0,0,1,"Wild Fusion is the best option for Chinese/sushi/hibachi in Brunswick...hands down. That's the best part...you can get whatever you are in the mood for. My wife and I have been ordering takeout from here since they opened and have not ordered from any other Chinese restaurant in the area since. The staff is always friendly, the portions are large and flavorful, and your order is ready when they say it will be. For me there are no other options in Brunswick...it's Wild Fusion every time.","2016-04-02 02:10:38"
"m29WL4DJVCiwq9bGazxdEw","CbwqJgXyoPFHCGkRFWt5Fg","AfoBKJuGBJvQhc3By4K9Dg",4,1,0,0,"I really love Kushi Bar, it's the kind of place that I wouldn't be embarrassed to take my old friends from Boston or New York to. The sweet potato fries are fantastic and the dipping sauce just adds fuel to my firey addiction to sriracha. For vegetarians, I recommend the house salad (kumquats!), kimchi tofu, mushrooms, curry veggie and rice bowl and wash it all down with the gin rickey.","2009-08-11 21:10:58"
"JcUJmmst2h_JP3PbnhYKMA","sMeyEr4BoFBwu21X1em20w","G4JLnk8TkeAhZ71V4Pof8A",2,0,0,0,"Wasn't impressed.  My daughter was so excited when she found out they were putting in a Panda Express so we had to give it a try.  I was very disappointed.  Portions were very small for the price and the rice was very dry.  We won't be back.","2017-10-05 20:01:07"
"PzrWYq4aQZD8J_X9aNnlyA","_TQQjIzJBMr59CLN3ffyLg","ui33pIJmkW0s8HddH_ZZ9A",4,0,0,0,"The sushi is pretty good, but I haven't tried anything else yet. I usually get 4 rolls and it's under $20. The price is decent. The menu looks like your typical Chinese food menu, but they also branch out and serve Hibachi and sushi. Easy dinner solution!","2014-07-29 18:36:14"
"Zzt5SoGFeEUJJI_0G6OMFw","vInhYl7i3v9UsYkmcm_ZUA","Q3zZTpHQBSbiPq2lLaTtgw",5,1,0,2,"I love this chinese spot. It's one of my favs in the whole pittsburgh area. Everything I've tried here has great taste and it's not too greasy. I've tried the General Tso's, Buddhist delight which is al veggies in a white sauce and their beef and broccoli.

Of course i can't forget the combination fried rice. It has pork, chicken, and shrimp not to mention the perfect combination of fried rice with all the great flavor. I have never had a problem with their dishes. Everything is served hot and fresh and never taste bad. I never have stomach issues either like some other restaurants.

The inside decorations are a little outdated and could use some freshening up but it doesn't take away from the quality of the food and the great service. The place is almost never occupied. I see a few couples there every now and then but most of the guest order take out.

Try whatever you like here I'm sure you won't be disappointed!!","2013-12-09 17:35:02"
"zzVP7ZVOVb_GlYBm8zvDzw","mQZt2_yvTEhjUfVV974chA","ecXP80GWT6zZ2qqZHpUCtQ",4,6,1,2,"We came here on a Saturday night for dinner because they were one of the few places that was taking reservations on a weekend night! I had never been to the downtown location before, I had only been to the Hilldale location for lunch, so I was interested to see if there was a difference.
There was a large group of us but we were able to sit in the back room so we had our own private dining area which was extremely nice.
We all got cocktails to start, I tried the Asian Margarita which was basically a lychee margarita and loved it. It had a nice lychee flavor without being overly sweet. I tried three other cocktails that my friends ordered and they were also great. I was honestly pretty surprised that there cocktails were as good as they were because I feel like I normally only get cocktails that taste that good from places that are dedicated cocktail bars, rather than at restaurants that serve cocktails.
For food, I split the chef's choice that came with 1 specialty roll, 1 inside-out roll, and 1 regular roll for $20 because we were having trouble deciding on which rolls we wanted. Maybe we got lucky, but the three rolls we got were right up our alley in terms of flavors we liked! We got the rainbow roll, maybe the negihama?, and the spicy tuna roll. All three rolls were also very sizeable with 2 of them being 8 pieces and 1 of them being 6 pieces. It was a fantastic deal considering the amount of sushi we got and the quality of the rolls.
Everyone else that we were with also enjoyed their rolls and appetizers.
I would definitely go back again to try more cocktails and some of their other rolls and food options.","2017-02-21 04:18:23"
"kkyKMDyfdaFZ2Cc6q-G_4A","dP4QFy7Hk-jFh4EU6W1eQw","G4JLnk8TkeAhZ71V4Pof8A",1,0,2,0,"Went there for the first time today. The lines were backed up and although there seemed to
Be probably 8 persons on duty it was still understaffed. 

The workers seemed miserable as though they were working during the super bowl. I wasn't warmly welcomed and I didn't get a smile from anyone.

I ordered the largest plate but was given a medium. I had the lo mein, mushroom chicken and the orange chicken. The food seemed dry but my biggest complaint is that me and my friend were both sick afterward. I don't have a weak stomach, as I like to go to fortune star maybe once every 2 months. I've never been sick going to fortune.

 I really won't be back","2017-07-30 02:23:41"
"IweigGpdA1HFNj38UzXxpQ","bODlYj02mMHYWEMadJ0dEQ","G4JLnk8TkeAhZ71V4Pof8A",4,0,0,0,"What a surprisingly great experience. Have been driving by this place on my way to Pittsburgh for years and decided to stop today. Great food and great service. Will defiantly eat here again.","2017-08-17 00:28:48"
"ZkfxZR-QL6hAaOu46ifqag","VnlUnPrfae-fbqDoXuvDbw","pW-fOxuaWBkIhum5NANx2w",2,1,0,0,"The food here is not very good quality, it made me feel a little sick after eating it. It's cheap but not good quality. If you want good Chinese in Cleveland stick to a chain restaurant or something more well known!","2005-12-28 20:28:33"
"cKuPTIJjA78dATvnrcgiSw","nkCQg16DbT_1P3NqVPjoig","AfoBKJuGBJvQhc3By4K9Dg",3,2,0,0,"Delicious food. 
Good service. 
BUT-- if you are allergic to shellfish BEWARE-- they do not label all the dishes that contain shellfish.  You might order, say, the tomato bisque or the black cod, only to find out later (the hard way) that they contain such items as shrimp paste or oyster sauce.","2007-05-24 20:16:00"
"SDxXXwSDAXiszLwZO_a_dA","SqcHWfHqhEYtGrV1DUo17A","ecXP80GWT6zZ2qqZHpUCtQ",2,0,0,0,"Service was slow, rolls were very small, not fresh and really expensive. Seaweed salad had more mixed greens than seaweed.  Not impressed and not going back.","2017-03-16 18:28:42"
"1W5MA_4IHLsjuI-NZv_qWA","vlu3tkXF9uMgzyWgHnS0sg","ui33pIJmkW0s8HddH_ZZ9A",2,1,0,0,"Well, the chinese part is blah.  Maybe, I made a mistake on going with safe choices.  I tried the sweet and sour pork and won ton soup.  The lunch sweet and sour pork came with vegetable fried rice and no egg roll.  The fried rice was very bland, its had spouts, peas and big pieces of onion (this at least attempted to add flavor).  The sweet and sour pork was small pieces of pork with a slightly sweet tempura batter and a very good sauce.  However, it was the only part of meal worthwhile.   The won ton soup was average.  The won tons had small chunks of unseasoned pork, the soup had broth and a couple slices of green onion.  They also have sushi and a rolls, but I did not venture there.

The place is very small and although there is a table and bar that seats two, I believe eating here is not really their idea with tbis restruant.  The place is fairly new, maybe three months.  There were three orders and mine about 12:30, so Im not sure if tuesday is bad lunch day or others have same opinion that I had. My $7 dollar lunch was not great deal either.  Lunch specials are all $5.50 and dinner specials $7.00.  Rolls started at $3.25 and roll specials went as high as $10.95.","2013-02-26 18:55:29"
"FhVvlurmgtZy6kkQO2xfEg","-N1rDtpUIHpjrEujRyzVKA","AfoBKJuGBJvQhc3By4K9Dg",5,0,0,0,"Muramoto is a paradise if you are a sake lover. Their collection is enormous and I believed the owner claimed Muramoto has the best collection in midwest. If you are a sake lover and haven't been there, what  are you waiting for? and if you don't usually drink sake, you should still try the sake out (especially the ones list under fragrant) and you might change your view about sake forever.

For the food Muramoto is Asian fusion in tapas style. Although each plate might be only around $10, most of them are not filling (rolls are the exceptions) and at the end combining your sake bill the check might cost as much as $100 per person.","2006-09-01 23:21:29"
"1ypC-siSWIKS0XcGv8s34Q","itmb9uAolzQnmEBDlV24qQ","AfoBKJuGBJvQhc3By4K9Dg",5,2,0,0,"I'm a little wary of Asian fusion restaurants, and I wasn't sure quite what to expect from Muramoto, but my dining partners (a chef and a personal chef) and I were thoroughly pleased with our light dinner on Saturday evening. 

We had two rolls, one eel and avocado and another tuna, avocado and some other stuff - both were fantastic. After seeing someone else with it, we also ordered the calamari with slaw and chili paste and, by far the best dish of the evening, the black miso seared cod. I've been remembering that cod all weekend, it was so good. There were a lot of other things on the menu that I wanted to try as well. Maybe another time.

Actually, everything was really, really good. This was a place I would want to revisit if I lived in Madison. Although we didn't order anything off it, they did have a specials menu with at least three items, and the very extensive sake menu. 

Contrary to what one of the other reviewers said, I think it would be really hard for the average person to spend $100 alone unless you just stuffed yourself silly. We ordered five dishes total and two small bottles of sparking sake to share among three women and the bill was $85. Actually I couldn't quite believe how reasonable the bill was when it came. 

BTW, make reservations. We weren't in a hurry, so we went and had a drink and came back, but the dining area is quite small, so if you have more than two people you'll definitely want to call ahead on a weekend evening.","2008-01-07 15:44:37"
"apWqtGtzsippyfVRR7qriQ","UVC7LCqS44tfZ13TweO2Xw","rf8x3ZTUwzmRUyJgoIZllQ",5,4,0,0,"I have been there several times, and I really like the food in spicy tang. The new spicy stir fried in this restaurant is very delicious and spicy. This restaurant is very characterize, because we can choose the food by ourselves. The service in this restaurant is very good, they serve the food for us and we do not need to clean the table after we finished. I also recommend you to try the daily special in this restaurant since they change the menu everyday.","2015-09-02 16:48:19"
"Toh-YLCULBVXyWsgn1_pPg","IHFVljMsPhMc2-lW3UMNuw","AfoBKJuGBJvQhc3By4K9Dg",4,2,3,1,"This place accommodated our party of 8 well-sauced gentlemen nicely. Our waitress was friendly and extremely helpful with our menu choices. Her recommendation of one roll and another fairly small plate was the perfect amount of food for us, as we had more beers to consume apres-dinner. 

I got the impression this is one of the nicer restaurants in Madison, because everyone was dressed up. Except us of course. In Chicago this would be a nicer-than-average sushi restaurant, but it's not on par with Japonais. Think more along the lines of Sushi Ra if the food at Sushi Ra were a lot better. Sort of a modern, almost trendy thing going on, with a pronounced wet bar. 

The food was good, but to be perfectly honest, I have no business reviewing a sushi restaurant since I usually don't get any of the real shit. If it's crispy and fried or if the flavor of the fish is masked by jalepeno, avocado, or cream cheese, that's just fine with me. 

So yeah, sorry I made you read this review for nothing.","2008-09-08 08:30:26"
"zOYxbGJYHYpeBlGfmkWHew","rOaRtxrYEetXyQTfc_30Yg","pW-fOxuaWBkIhum5NANx2w",2,0,0,0,"China Sea, is located right next to Playhouse Square. I went there once while going to school at Cleveland State. The price is not bad but the food is just not that great. You should save yourself the trip and not par take in its bland mediocre food. 

The inside is large and has enough sitting for a lunch rush but there was no one else in there. The food took longer then normal to get even though it was extremely slow. The waitress doesn't seem to care about her job, walking and talking in a unprofessional way. 

Find another place.","2010-05-20 01:14:31"
"oEUDPp-CcofHE_-uRg3T4A","FEgL-l6xXolYrlvzcUY75Q","CZzRtq0HQKwbBaJJi-Xpnw",4,4,1,2,"Just stopped in to place an order, and have since gotten it home to eat.

Chicken broccoli combination with a pint of wonton took less than ten minutes, and everything was correct. Glad to see a brown sauce was made, and NO FUCKING BEANSPROUTS in the fried rice. The latter is a huge plus, nice.

Wonton soup is well seasoned and has 5 generous, home-made wonton dumplings stuffed with pork, and garnished with green onion. Real good. Eggroll fried cleanly and not dripping in oil, good portion size.

Only issue I have is the chicken. It is just way to thin and chewy, and doesn't seem to at least be premium. While this doesn't sway me from returning, as I have a couple other options I would like to try, this place is off to a good start. I hope it continues, as well as preparing the dish with better chicken. That said, I wouldn't mind at all paying little extra for better chicken. Everything above was less than $10.","2015-05-15 00:08:44"
"jXarz-fPsDFLSfwHym1gzQ","seAX967Wk8qiVXOYjbregg","AfoBKJuGBJvQhc3By4K9Dg",4,0,0,0,"Wandered in here looking for the restaurant and they told me to go down the street.  They have some food, but it's not the same as the full restaurant.  However, their shochu drinks are more extensive at this location, so I had a shochu shiso mojito.  It was okay--not my favorite, but not bad either.  Maybe I should have tried a drink that wasn't trying to be another drink.  

Anyway, the place is really nice, the bartenders are really nice.  Well worth a visit.","2009-06-15 22:27:11"
"_9Qs8r6zHPIPb9tGMcBUvg","qTx560EBiUB95arUFbuRrw","ecXP80GWT6zZ2qqZHpUCtQ",5,0,0,0,"Here's my routine. Pre dinner drinks at the wonderful chill Opus. Walk 2 doors down and have sushi that rivals the overpriced Red at Muramoto. Sit at the counter where the fresh fish is stored. Choose some Sushimi. Ask the chef for. Recommendation. Enjoy. Hit Majestic for some music.","2017-09-13 02:20:02"
"tuwi2TPjm1Et2KFe8c0ZcQ","3XVuj_JFPC0_3LiuI21OwA","rf8x3ZTUwzmRUyJgoIZllQ",3,0,0,0,"I ordered the spicy stir fry. The lady at the counter didn't speak much English but nonetheless was very nice, and the owner told me that they do not use MSG (a rarity for any Chinese restaurant)! My food arrived in a cute black pot with a plate of white rice. However, my rice was ice cold, and the stir fry was lukewarm. While the stir fry's flavor was good, the vegetables were undercooked. This place could do very well, they just need to cook the food through and serve it hot!","2016-03-10 15:02:31"
"RAa8KsDINCcRAndFX8R4Nw","3MWTCVstSvqbK-r8iXHJtw","ui33pIJmkW0s8HddH_ZZ9A",5,1,0,0,"My favorite place in Brunswick! I order the country style bean curd and it is perfect everytime! The inside of the restaurant is a little small but cozy and clean. The employees are so nice and your food is always hot and fresh!","2016-08-14 15:35:41"
"PRFhXqijM9NY-T2bXF8BYw","bl4MIqH52jNsKcySM48mmA","ecXP80GWT6zZ2qqZHpUCtQ",5,0,1,1,"My mom came to town and we wanted to treat her to a special dinner and let me tell you this did not disappoint. The hot drink cocktail and the cold edamame were the perfect match for a snowy march celebration. Pro tip, order the Wisconsin old fashioned if you want your cherries muddled. 

The gluten free Godzilla role brought be back to my high school days - seriously they can make everything gluten free. The atmosphere is great and love watching the chefs make the sushi rolls right in front of you.","2018-03-07 02:54:47"
"Z56xHVXtO7YnapB53_ZOTw","GM1kibmQUeUqT15Vb2CKRQ","G4JLnk8TkeAhZ71V4Pof8A",5,0,0,0,"The first time I went was in May when they had their grand opening in Monroeville. I was really excited because I don't know of any others even within a couple hours of Pittsburgh! The food was fresh and all of the entrees and sides are readily available. I really appreciated the complementary bowl when you used the coupon code for the grand opening. The thing I love the most about Panda Express is the deliciousness and authenticity of the food itself WITHOUT restaurant prices. Additionally, by no means, is this like the crappy mall court Chinese spots ( in which I refuse to eat). The location is decent; it gets a little crowded where the line stretches out the door, but that's the least of my worries. Lastly, they carry Pepsi products; I love coke products but whatever. I love it! Keep up the good work!!!'","2017-08-19 00:16:40"
"XRzpHvkivRV9yHdjiNJ8ng","MPozTU7MRVKYISO5prvzdg","AfoBKJuGBJvQhc3By4K9Dg",4,0,0,0,"There were only a handful of rolls available at $10 each that are very fulfilling.  I would recommend the soft shell crab roll.  For some reason the Duck, Mango and Avocado roll made my stomach really queasy.  I didn't try the sake because it was a Monday night, but I would come back for the oyster shot!  A mixture of oyster, raw quail egg and spices it was something very unique!  I had two before my meal.  Slurrrrrp!","2006-12-12 01:52:53"
"kAFyjie8UClchNTpIsM4TQ","fJ_qSZH_akvWzHUPMqab1g","AfoBKJuGBJvQhc3By4K9Dg",1,0,0,0,"Kushi bar will close at the end of August (may already be closed)
http://77square.com/food/restaurants/story_462727","2009-08-22 15:15:40"
"qbyGef_3A6NosITZwTncVQ","Kd3dTeNzm4jxG2GJxnU6aw","Q3zZTpHQBSbiPq2lLaTtgw",1,0,0,0,"I wish I could give this establishment a lower rating than a single star. The service here is unbearable, our waitress had an attitude throughout our entire visit. The food literally tasted like horse sh*t- I WISH I was making an exaggeration. We did not receive the food we ordered but we still had to pay for it. DO NOT EAT HERE!!!!","2017-11-08 20:54:10"
"HllxWQ68GTe0s-PuFCl1nw","7mwacVz8cVVh5shis2xJLg","ecXP80GWT6zZ2qqZHpUCtQ",4,0,0,0,"This charming spot is a solid choice for sushi near the capitol.  Would recommend going with a group to share a couple of the small plates and sushi rolls. Ordered a variety of dishes listed below (and ranked in order or preference) 


Miso Soup
The miso  had a great flavor  and was perfect for the cold night! This was my favorite for the night 

Avocado roll
Sushi, rice, in a seaweed wrapper.  The rolls were fresh and light. 

Lamb Curry
The lamb curry comes with rice and is a mix of the lamb with potatoes, and carrots in the curry sauce.  

Pork belly
The pork belly, served on a bed of kimchi and seasons with garlic has a good taste, but was not as soft as I would expect for brisket. 

Edamame
The edamame is served in a fairly standard way. The soybeans came out salted. They were served cold which I found to be a bit jarring. 

Overall I would go back again.  I would reorder the miso, curry, and avo rolls. I would sub the brisket and edamame for some of their other options.","2017-12-20 05:38:37"
"A1NcjAJPkt9b5KyR9MU-pA","oR6d1m-_wyZeaJW-GzJX5Q","ui33pIJmkW0s8HddH_ZZ9A",4,1,0,0,"Everything was really good and fresh tasting - we had sushi and Chinese. Not greasy tasting like most places and will definitely be going back.","2016-05-21 23:32:04"
"ozBv9ldVklTxqV9yN-nrwQ","0FIvPHc7yBJl6QwTvO0A-A","pW-fOxuaWBkIhum5NANx2w",4,0,0,0,"Very helpful when I stopped in Tuesday night for some to go food.  I let them know that I was trying to stay on my diet and they have a lower calorie section on their menu.  They suggested the steamed rice but I really was in the mood for fried rice so they said they would use almost no oil and wow was it delicious.  They deliver and are almost always open on Sunday.  My entire meal beef & broccoli w fried rice & egg roll was only $7.  This was enough food for a few meals for me.  They have been here 22 years which is not a surprise to me.","2012-07-04 17:50:42"
"NCdNvEkC-RDLpSeMF2WzkA","XxEo1JdOO6T0jSD0ZCG2MQ","ui33pIJmkW0s8HddH_ZZ9A",5,1,0,0,"I dined here for a late lunch today with one other person and we ordered the General Tso's tofu, which came with some broccoli in the same container and a separate container of steamed rice. he tofu was crunchy and delicious and the sauce on it wasn't burned or anything. Very delicious and filling!

There is only one size for this meal as it's not on the menu, I just inquired about if they would be able to make it and they obliged. We shared it and there was enough leftovers for a 3rd person.

This is a take out restaurant with some space to eat in if you would like and we chose to eat there. The woman who took our order even gave us a super cute Chinese calendar for free. All in all, great experience!","2014-11-17 02:55:56"
